,source_test,target_text
6778,-3.22366,0.03828
17341,7.33987,0.99935
15141,5.13976,0.99418
905,-9.09695,0.00011
7867,-2.13461,0.10578
3305,-6.69683,0.00123
7304,-2.69763,0.06311
5058,-4.94375,0.00708
7309,-2.69263,0.06341
2226,-7.77589,0.00042
18334,8.33292,0.99976
7068,-2.93365,0.05052
15639,5.63778,0.99645
6244,-3.75769,0.02281
4230,-5.77179,0.0031
15365,5.36377,0.99534
3063,-6.93885,0.00097
15073,5.07175,0.99377
11965,1.9636,0.87692
12992,2.99065,0.95215
2262,-7.73989,0.00043
19479,9.47797,0.99992
8373,-1.62858,0.16402
5797,-4.20471,0.01471
11239,1.23756,0.77514
14474,4.47272,0.98871
14287,4.28571,0.98642
15500,5.49877,0.99592
9097,-0.90455,0.28812
15796,5.79479,0.99697
7883,-2.11861,0.1073
7505,-2.49662,0.0761
155,-9.84699,5e-05
7533,-2.46862,0.07809
18181,8.17991,0.99972
6809,-3.19266,0.03944
12392,2.39062,0.91611
13069,3.06765,0.95554
13856,3.85469,0.97926
5838,-4.16371,0.01531
19126,9.12496,0.99989
11092,1.09055,0.74849
5832,-4.16971,0.01522
1866,-8.13591,0.00029
14779,4.77774,0.99166
15512,5.51078,0.99597
13550,3.54868,0.97204
4485,-5.51678,0.004
5214,-4.78774,0.00826
9971,-0.0305,0.49238
2516,-7.48587,0.00056
2073,-7.9289,0.00036
17140,7.13886,0.99921
17230,7.22886,0.99928
1797,-8.20491,0.00027
19569,9.56798,0.99993
2800,-7.20186,0.00074
5004,-4.99775,0.00671
10981,0.97955,0.72702
13331,3.32967,0.96543
3330,-6.67183,0.00126
15545,5.54378,0.9961
6158,-3.84369,0.02097
10139,0.13751,0.53432
751,-9.25096,0.0001
8144,-1.85759,0.13498
6617,-3.38467,0.03278
9037,-0.96455,0.27597
6057,-3.9447,0.01899
12668,2.66663,0.93503
2234,-7.76789,0.00042
10486,0.48452,0.61882
3599,-6.40282,0.00165
9585,-0.41652,0.39735
17344,7.34287,0.99935
12347,2.34562,0.91259
17315,7.31387,0.99933
17347,7.34587,0.99936
8505,-1.49657,0.18294
15446,5.44477,0.9957
12144,2.14261,0.89498
835,-9.16696,0.0001
19306,9.30497,0.99991
17183,7.18186,0.99924
17496,7.49487,0.99944
15067,5.06575,0.99373
13413,3.41167,0.96807
10808,0.80654,0.69137
5065,-4.93675,0.00713
7143,-2.85864,0.05424
9710,-0.29151,0.42763
16780,6.77884,0.99886
16940,6.93885,0.99903
6,-9.996,5e-05
8438,-1.56358,0.17313
14080,4.0787,0.98335
11204,1.20256,0.76898
1584,-8.41792,0.00022
1439,-8.56293,0.00019
13389,3.38767,0.96732
4448,-5.55378,0.00386
12351,2.34962,0.9129
13200,3.19866,0.96078
6231,-3.77069,0.02252
8747,-1.25456,0.22191
15879,5.87779,0.99721
14494,4.49272,0.98893
13990,3.9887,0.98181
292,-9.70999,6e-05
2793,-7.20886,0.00074
14149,4.14771,0.98445
3391,-6.61083,0.00134
4944,-5.05775,0.00632
19644,9.64298,0.99994
15307,5.30577,0.99506
18183,8.18191,0.99972
1873,-8.12891,0.00029
15990,5.9888,0.9975
3967,-6.0348,0.00239
19421,9.41997,0.99992
7993,-2.0086,0.1183
13795,3.79369,0.97798
16486,6.48482,0.99848
8292,-1.70959,0.15322
8837,-1.16456,0.23784
15667,5.66578,0.99655
18267,8.26591,0.99974
14933,4.93175,0.99284
6323,-3.67868,0.02463
5039,-4.96275,0.00695
18204,8.20291,0.99973
8448,-1.55358,0.17457
4320,-5.68178,0.0034
2481,-7.52088,0.00054
6683,-3.31867,0.03494
17704,7.70289,0.99955
17940,7.9389,0.99964
4540,-5.46177,0.00423
5542,-4.45972,0.01143
11987,1.9856,0.87928
16475,6.47382,0.99846
1331,-8.67093,0.00017
13259,3.25766,0.96295
17877,7.87589,0.99962
4192,-5.80979,0.00299
9603,-0.39852,0.40167
7128,-2.87364,0.05347
12599,2.59763,0.93071
4244,-5.75779,0.00315
8059,-1.9426,0.12536
3284,-6.71784,0.00121
3549,-6.45282,0.00157
9790,-0.21151,0.44732
1240,-8.76194,0.00016
5076,-4.92575,0.00721
11981,1.9796,0.87864
3684,-6.31782,0.0018
16336,6.33482,0.99823
2027,-7.9749,0.00034
15392,5.39077,0.99546
9421,-0.58053,0.35881
3282,-6.71984,0.00121
11740,1.73859,0.85051
6075,-3.9267,0.01933
15714,5.71279,0.99671
18071,8.0699,0.99969
16487,6.48582,0.99848
14178,4.17671,0.98488
10890,0.88854,0.70859
16262,6.26081,0.99809
9058,-0.94355,0.28018
17343,7.34187,0.99935
2976,-7.02585,0.00089
13971,3.9697,0.98147
8436,-1.56558,0.17285
6757,-3.24466,0.03752
15108,5.10676,0.99398
1155,-8.84694,0.00014
1908,-8.0939,0.00031
10865,0.86354,0.7034
4840,-5.16176,0.0057
6925,-3.07665,0.04408
12217,2.21561,0.90164
9972,-0.0295,0.49263
593,-9.40897,8e-05
14590,4.58873,0.98994
13502,3.50068,0.97071
5956,-4.0457,0.0172
2653,-7.34887,0.00064
19832,9.83099,0.99995
10034,0.0325,0.50812
2904,-7.09785,0.00083
9311,-0.69053,0.33391
8119,-1.88259,0.13209
19430,9.42897,0.99992
7097,-2.90465,0.05192
16764,6.76284,0.99885
18400,8.39892,0.99977
8035,-1.9666,0.12275
199,-9.80299,6e-05
10488,0.48652,0.61929
4461,-5.54078,0.00391
16586,6.58483,0.99862
6690,-3.31167,0.03517
11809,1.80759,0.85907
6614,-3.38767,0.03268
6272,-3.72969,0.02344
17461,7.45987,0.99942
16902,6.90085,0.99899
8330,-1.67158,0.15821
1179,-8.82294,0.00015
6110,-3.89169,0.02
16562,6.56083,0.99859
18550,8.54893,0.99981
17863,7.86189,0.99962
11062,1.06055,0.7428
7805,-2.19661,0.10006
4431,-5.57078,0.00379
10653,0.65153,0.65736
13886,3.88469,0.97986
16494,6.49282,0.99849
7854,-2.14761,0.10456
16577,6.57583,0.99861
2883,-7.11886,0.00081
10915,0.91355,0.71373
3643,-6.35882,0.00173
12244,2.24261,0.90401
16491,6.48982,0.99848
4486,-5.51578,0.00401
17528,7.52688,0.99946
4047,-5.9548,0.00259
832,-9.16996,0.0001
2491,-7.51088,0.00055
13113,3.11166,0.95737
18445,8.44392,0.99978
18770,8.76894,0.99984
13172,3.17066,0.95972
11746,1.74459,0.85127
2879,-7.12286,0.00081
854,-9.14796,0.00011
18860,8.85894,0.99986
16725,6.72384,0.9988
274,-9.72799,6e-05
5304,-4.69773,0.00903
13921,3.9197,0.98054
3088,-6.91385,0.00099
2471,-7.53088,0.00054
5000,-5.00175,0.00668
6693,-3.30867,0.03528
16951,6.94985,0.99904
19275,9.27396,0.99991
11182,1.18056,0.76505
3183,-6.81884,0.00109
6490,-3.51168,0.02898
11766,1.76459,0.85378
17781,7.77989,0.99958
8808,-1.19356,0.23262
11483,1.48157,0.81481
17131,7.12986,0.9992
15909,5.9078,0.99729
9681,-0.32052,0.42055
18618,8.61693,0.99982
2777,-7.22486,0.00073
18208,8.20691,0.99973
13367,3.36567,0.96661
11707,1.70559,0.84626
13189,3.18766,0.96037
5807,-4.19471,0.01485
530,-9.47197,8e-05
16919,6.91785,0.99901
1019,-8.98295,0.00013
4199,-5.80279,0.00301
19412,9.41097,0.99992
10023,0.0215,0.50538
8738,-1.26356,0.22036
551,-9.45097,8e-05
19266,9.26496,0.99991
8868,-1.13356,0.24351
4434,-5.56778,0.0038
17593,7.59188,0.9995
18508,8.50693,0.9998
16169,6.16781,0.99791
14990,4.98875,0.99323
2931,-7.07085,0.00085
16480,6.47882,0.99847
2163,-7.83889,0.00039
18185,8.18391,0.99972
5165,-4.83674,0.00787
4546,-5.45577,0.00425
3309,-6.69283,0.00124
13605,3.60368,0.9735
7297,-2.70464,0.0627
17455,7.45387,0.99942
2377,-7.62488,0.00049
11245,1.24356,0.77618
12049,2.0476,0.88571
8905,-1.09655,0.25039
13821,3.81969,0.97854
13353,3.35167,0.96616
5924,-4.0777,0.01666
6605,-3.39667,0.0324
10711,0.70954,0.6703
19730,9.72899,0.99994
2744,-7.25786,0.0007
15591,5.58978,0.99628
6946,-3.05565,0.04497
9088,-0.91355,0.28627
5342,-4.65973,0.00938
3905,-6.0968,0.00224
19059,9.05795,0.99988
7540,-2.46162,0.07859
3567,-6.43482,0.0016
17596,7.59488,0.9995
7997,-2.0046,0.11872
7775,-2.22661,0.09739
9108,-0.89354,0.29038
16801,6.79984,0.99889
7242,-2.75964,0.05954
4446,-5.55578,0.00385
299,-9.70299,6e-05
7711,-2.29061,0.0919
15156,5.15476,0.99426
9562,-0.43952,0.39185
17666,7.66488,0.99953
12416,2.41462,0.91794
15920,5.9188,0.99732
15050,5.04875,0.99362
17213,7.21186,0.99926
16253,6.25181,0.99808
3661,-6.34082,0.00176
1673,-8.32892,0.00024
10593,0.59153,0.64372
16955,6.95385,0.99905
10173,0.17151,0.54277
5521,-4.48072,0.0112
7749,-2.25261,0.09512
16896,6.89484,0.99899
14992,4.99075,0.99325
13160,3.15866,0.95925
11379,1.37757,0.7986
1731,-8.27091,0.00026
6186,-3.81569,0.02155
5769,-4.23271,0.01431
19372,9.37097,0.99991
2241,-7.76089,0.00043
1879,-8.12291,0.0003
13373,3.37167,0.96681
7839,-2.16261,0.10316
5842,-4.15971,0.01537
13572,3.57068,0.97263
4166,-5.83579,0.00291
5450,-4.55173,0.01044
15733,5.73179,0.99677
5722,-4.27971,0.01366
10297,0.29551,0.57335
7376,-2.62563,0.06751
3023,-6.97885,0.00093
2848,-7.15386,0.00078
14004,4.0027,0.98206
16353,6.35182,0.99826
3546,-6.45582,0.00157
19360,9.35897,0.99991
13939,3.9377,0.98088
13473,3.47167,0.96987
12637,2.63563,0.93312
53,-9.949,5e-05
11896,1.89459,0.86928
9218,-0.78354,0.31356
4756,-5.24576,0.00524
2762,-7.23986,0.00072
14985,4.98375,0.9932
8712,-1.28956,0.21593
6052,-3.9497,0.0189
505,-9.49697,8e-05
5997,-4.0047,0.0179
13185,3.18366,0.96021
13361,3.35967,0.96642
15708,5.70679,0.99669
14398,4.39672,0.98783
5922,-4.0797,0.01663
6526,-3.47567,0.03001
352,-9.64998,6e-05
3409,-6.59283,0.00137
9063,-0.93855,0.28119
11500,1.49857,0.81736
16267,6.26581,0.9981
11778,1.77659,0.85528
5212,-4.78974,0.00825
14669,4.66773,0.99069
5683,-4.31872,0.01314
1108,-8.89394,0.00014
4163,-5.83879,0.0029
3850,-6.15181,0.00213
5215,-4.78674,0.00827
2193,-7.80889,0.00041
14635,4.63373,0.99038
15355,5.35377,0.99529
2216,-7.78589,0.00042
13983,3.9817,0.98169
18189,8.18791,0.99972
8493,-1.50858,0.18115
4280,-5.72179,0.00326
15353,5.35177,0.99528
10706,0.70454,0.66919
12808,2.80664,0.94303
492,-9.50998,7e-05
10314,0.31252,0.5775
13420,3.41867,0.96828
17202,7.20086,0.99925
15053,5.05175,0.99364
4736,-5.26576,0.00514
18563,8.56193,0.99981
16048,6.0468,0.99764
19346,9.34497,0.99991
9013,-0.98855,0.2712
2320,-7.68188,0.00046
7986,-2.0156,0.11757
10263,0.26151,0.56501
320,-9.68198,6e-05
2443,-7.55888,0.00052
12231,2.22961,0.90288
9275,-0.72654,0.32596
18432,8.43092,0.99978
7566,-2.43562,0.0805
6375,-3.62668,0.02591
16099,6.0978,0.99776
18959,8.95795,0.99987
17813,7.81189,0.9996
2515,-7.48687,0.00056
4738,-5.26376,0.00515
4526,-5.47577,0.00417
17799,7.79789,0.99959
3813,-6.18881,0.00205
1697,-8.30492,0.00025
15351,5.34977,0.99527
5149,-4.85274,0.00775
5916,-4.0857,0.01653
7593,-2.40862,0.08252
9449,-0.55253,0.36528
5921,-4.0807,0.01661
4619,-5.38277,0.00457
4176,-5.82579,0.00294
8939,-1.06255,0.25682
18611,8.60993,0.99982
9703,-0.29851,0.42592
15851,5.84979,0.99713
541,-9.46097,8e-05
10948,0.94655,0.72042
13879,3.87769,0.97972
10566,0.56453,0.6375
9442,-0.55953,0.36366
18725,8.72394,0.99984
19435,9.43397,0.99992
17096,7.09485,0.99917
7237,-2.76464,0.05927
13719,3.71769,0.97629
10330,0.32852,0.5814
14315,4.31372,0.98679
19279,9.27796,0.99991
5852,-4.14971,0.01552
5978,-4.0237,0.01757
13428,3.42667,0.96853
518,-9.48397,8e-05
7884,-2.11761,0.1074
17698,7.69688,0.99955
15161,5.15976,0.99429
10513,0.51153,0.62516
11665,1.66358,0.84072
14265,4.26371,0.98613
12337,2.33562,0.91178
4437,-5.56478,0.00382
16852,6.85084,0.99894
15100,5.09875,0.99393
7527,-2.47462,0.07766
19723,9.72199,0.99994
4140,-5.86179,0.00284
17697,7.69588,0.99955
3228,-6.77384,0.00114
8637,-1.36457,0.2035
9087,-0.91455,0.28607
131,-9.87099,5e-05
9026,-0.97555,0.27378
3350,-6.65183,0.00129
13590,3.58868,0.97311
8867,-1.13456,0.24332
11616,1.61458,0.83405
19871,9.86999,0.99995
17557,7.55588,0.99948
17432,7.43087,0.99941
19833,9.83199,0.99995
12182,2.18061,0.89849
19608,9.60698,0.99993
12094,2.0926,0.89018
3075,-6.92685,0.00098
19580,9.57898,0.99993
12848,2.84664,0.94514
8354,-1.64758,0.16144
13844,3.84269,0.97901
18261,8.25991,0.99974
18354,8.35292,0.99976
15548,5.54678,0.99612
5084,-4.91775,0.00726
11328,1.32657,0.79027
18569,8.56793,0.99981
5770,-4.23171,0.01432
4754,-5.24776,0.00523
3941,-6.0608,0.00233
6747,-3.25466,0.03716
15926,5.9248,0.99733
11066,1.06455,0.74356
10178,0.17651,0.54401
17770,7.76889,0.99958
159,-9.84299,5e-05
19362,9.36097,0.99991
8786,-1.21556,0.22872
13583,3.58168,0.97292
12951,2.94965,0.95025
164,-9.83799,5e-05
17046,7.04485,0.99913
1777,-8.22491,0.00027
12919,2.91765,0.94871
4981,-5.02075,0.00656
16942,6.94085,0.99903
13265,3.26366,0.96316
7013,-2.98865,0.04794
3387,-6.61483,0.00134
15956,5.9548,0.99741
794,-9.20796,0.0001
15080,5.07875,0.99381
1349,-8.65293,0.00017
8210,-1.79159,0.14288
1685,-8.31692,0.00024
7739,-2.26261,0.09427
6029,-3.9727,0.01847
11545,1.54358,0.82398
5237,-4.76474,0.00845
7157,-2.84464,0.05496
11577,1.57558,0.82858
13737,3.73569,0.9767
4749,-5.25276,0.00521
13778,3.77669,0.97761
15732,5.73079,0.99677
17227,7.22586,0.99927
16972,6.97085,0.99906
5315,-4.68673,0.00913
10002,0.0005,0.50013
10316,0.31452,0.57799
10070,0.0685,0.51712
9112,-0.88954,0.2912
793,-9.20896,0.0001
17431,7.42987,0.99941
3848,-6.15381,0.00212
19841,9.83999,0.99995
16846,6.84484,0.99894
15950,5.9488,0.9974
11376,1.37457,0.79812
15562,5.56078,0.99617
10669,0.66753,0.66095
18636,8.63493,0.99982
15992,5.9908,0.9975
5196,-4.80574,0.00812
351,-9.65098,6e-05
13288,3.28666,0.96397
8324,-1.67758,0.15742
15311,5.30977,0.99508
19722,9.72099,0.99994
1363,-8.63893,0.00018
16367,6.36582,0.99828
12762,2.76064,0.94051
4872,-5.12976,0.00588
6521,-3.48067,0.02987
4133,-5.86879,0.00282
9795,-0.20651,0.44856
1073,-8.92895,0.00013
19648,9.64698,0.99994
7792,-2.20961,0.09889
255,-9.74699,6e-05
19451,9.44997,0.99992
15617,5.61578,0.99637
13449,3.44767,0.96916
7881,-2.12061,0.10711
5603,-4.39872,0.01214
10031,0.0295,0.50737
6586,-3.41567,0.03181
13417,3.41567,0.96819
17244,7.24286,0.99929
12126,2.12461,0.89327
19068,9.06695,0.99988
18154,8.15291,0.99971
5599,-4.40272,0.0121
16322,6.32082,0.9982
19706,9.70499,0.99994
18277,8.27591,0.99975
817,-9.18496,0.0001
14064,4.0627,0.98309
14801,4.79974,0.99184
16026,6.0248,0.99759
10129,0.12751,0.53183
8833,-1.16856,0.23712
19588,9.58698,0.99993
8313,-1.68858,0.15596
19314,9.31297,0.99991
9153,-0.84854,0.29974
15998,5.9968,0.99752
18297,8.29591,0.99975
18239,8.23791,0.99974
17109,7.10786,0.99918
18682,8.68093,0.99983
2390,-7.61188,0.00049
10958,0.95655,0.72243
8810,-1.19156,0.23298
16065,6.0638,0.99768
18263,8.26191,0.99974
8272,-1.72959,0.15064
12314,2.31262,0.90992
3110,-6.89184,0.00102
18600,8.59893,0.99982
2652,-7.34987,0.00064
271,-9.73099,6e-05
15059,5.05775,0.99368
18473,8.47192,0.99979
3860,-6.14181,0.00215
18939,8.93795,0.99987
16971,6.96985,0.99906
11425,1.42357,0.8059
14327,4.32572,0.98695
15711,5.70979,0.9967
5675,-4.32672,0.01304
18751,8.74994,0.99984
19603,9.60198,0.99993
13710,3.70869,0.97608
4676,-5.32577,0.00484
6144,-3.85769,0.02068
2020,-7.9819,0.00034
16550,6.54883,0.99857
7666,-2.33562,0.08822
13622,3.62068,0.97393
4881,-5.12076,0.00594
1675,-8.32692,0.00024
9919,-0.0825,0.47939
9615,-0.38652,0.40456
12603,2.60163,0.93097
15427,5.42577,0.99562
13161,3.15966,0.95929
3400,-6.60183,0.00136
12362,2.36062,0.91377
11340,1.33857,0.79225
14445,4.44372,0.98838
10545,0.54353,0.63263
18063,8.0619,0.99968
19964,9.963,0.99995
12733,2.73164,0.93887
18657,8.65593,0.99983
17235,7.23386,0.99928
19056,9.05495,0.99988
4144,-5.85779,0.00285
8576,-1.42557,0.19379
9773,-0.22851,0.44312
6558,-3.44367,0.03096
11964,1.9626,0.87681
19303,9.30197,0.99991
14026,4.0247,0.98244
17466,7.46487,0.99943
4108,-5.89379,0.00275
5566,-4.43572,0.01171
19445,9.44397,0.99992
6334,-3.66768,0.0249
18512,8.51093,0.9998
13864,3.86269,0.97942
15846,5.84479,0.99711
11931,1.9296,0.8732
3208,-6.79384,0.00112
19323,9.32197,0.99991
18681,8.67993,0.99983
4744,-5.25776,0.00518
11550,1.54858,0.82471
10391,0.38952,0.59617
13374,3.37267,0.96684
12136,2.13461,0.89422
10455,0.45352,0.61148
6891,-3.11066,0.04267
9178,-0.82354,0.30501
12605,2.60363,0.93109
8186,-1.81559,0.13996
347,-9.65498,6e-05
11627,1.62558,0.83556
8030,-1.9716,0.12222
3168,-6.83384,0.00108
9638,-0.36352,0.41011
18524,8.52293,0.9998
4980,-5.02175,0.00655
17973,7.9719,0.99966
12355,2.35362,0.91322
10951,0.94955,0.72102
1757,-8.24491,0.00026
1312,-8.68993,0.00017
3414,-6.58783,0.00138
15559,5.55778,0.99616
19760,9.75899,0.99994
5768,-4.23371,0.01429
5649,-4.35272,0.01271
5818,-4.18371,0.01501
5219,-4.78274,0.0083
16308,6.30682,0.99818
1189,-8.81294,0.00015
6661,-3.34067,0.0342
15047,5.04575,0.9936
13736,3.73469,0.97668
1336,-8.66593,0.00017
10601,0.59953,0.64555
1822,-8.17991,0.00028
4820,-5.18176,0.00559
10132,0.13051,0.53258
17403,7.40187,0.99939
641,-9.36097,9e-05
3749,-6.25281,0.00192
7629,-2.37262,0.08528
12719,2.71764,0.93806
17031,7.02985,0.99912
8084,-1.9176,0.12813
9725,-0.27651,0.43131
15350,5.34877,0.99527
13686,3.68468,0.97551
858,-9.14396,0.00011
15416,5.41477,0.99557
15799,5.79779,0.99697
13694,3.69268,0.9757
11484,1.48257,0.81496
658,-9.34397,9e-05
13902,3.9007,0.98017
581,-9.42097,8e-05
11639,1.63758,0.83721
2263,-7.73889,0.00044
5571,-4.43072,0.01177
15137,5.13576,0.99415
19299,9.29796,0.99991
14000,3.9987,0.98199
11482,1.48057,0.81466
4325,-5.67678,0.00341
9534,-0.46752,0.3852
18438,8.43692,0.99978
12834,2.83264,0.94441
7099,-2.90265,0.05202
6106,-3.89569,0.01992
3172,-6.82984,0.00108
11177,1.17556,0.76415
689,-9.31297,9e-05
16342,6.34082,0.99824
3311,-6.69083,0.00124
13393,3.39167,0.96744
16135,6.13381,0.99784
545,-9.45697,8e-05
16445,6.44382,0.99841
5820,-4.18171,0.01504
9159,-0.84254,0.301
12370,2.36862,0.9144
6220,-3.78169,0.02228
10830,0.82854,0.69605
10722,0.72054,0.67273
9947,-0.0545,0.48638
10475,0.47352,0.61622
9609,-0.39252,0.40311
13576,3.57468,0.97274
3,-9.999,5e-05
9116,-0.88554,0.29203
12235,2.23361,0.90323
19405,9.40397,0.99992
580,-9.42197,8e-05
8527,-1.47457,0.18625
182,-9.81999,5e-05
7574,-2.42762,0.08109
7047,-2.95465,0.04952
16147,6.14581,0.99786
44,-9.958,5e-05
19022,9.02095,0.99988
5033,-4.96875,0.0069
8619,-1.38257,0.2006
1546,-8.45592,0.00021
13948,3.9467,0.98105
13090,3.08865,0.95642
14434,4.43272,0.98826
4467,-5.53478,0.00393
19032,9.03095,0.99988
2790,-7.21186,0.00074
1769,-8.23291,0.00027
2854,-7.14786,0.00079
10848,0.84654,0.69984
8404,-1.59758,0.16832
12685,2.68363,0.93605
15466,5.46477,0.99578
10096,0.0945,0.52361
12989,2.98765,0.95201
11384,1.38257,0.7994
2494,-7.50788,0.00055
7758,-2.24361,0.0959
14765,4.76374,0.99154
14416,4.41472,0.98805
2933,-7.06885,0.00085
7131,-2.87064,0.05362
17476,7.47487,0.99943
1092,-8.90995,0.00014
56,-9.946,5e-05
13556,3.55468,0.9722
11613,1.61158,0.83363
16706,6.70484,0.99878
5799,-4.20271,0.01473
10956,0.95455,0.72203
11261,1.25956,0.77895
12552,2.55063,0.92762
3666,-6.33582,0.00177
11661,1.65958,0.84018
15023,5.02175,0.99345
6572,-3.42967,0.03138
18256,8.25491,0.99974
3052,-6.94985,0.00096
10560,0.55853,0.63611
17950,7.9489,0.99965
5260,-4.74174,0.00865
7075,-2.92665,0.05085
5081,-4.92075,0.00724
2948,-7.05385,0.00086
4704,-5.29776,0.00498
5002,-4.99975,0.00669
8352,-1.64958,0.16117
16563,6.56183,0.99859
16408,6.40682,0.99835
15020,5.01875,0.99343
6251,-3.75069,0.02296
95,-9.907,5e-05
13836,3.83469,0.97885
19909,9.908,0.99995
9818,-0.18351,0.45425
1279,-8.72294,0.00016
19219,9.21796,0.9999
10375,0.37352,0.59231
17996,7.9949,0.99966
1474,-8.52793,0.0002
6866,-3.13566,0.04166
17690,7.68888,0.99954
2589,-7.41287,0.0006
11520,1.51858,0.82033
877,-9.12496,0.00011
4928,-5.07375,0.00622
5228,-4.77374,0.00838
16530,6.52883,0.99854
5391,-4.61073,0.00985
11736,1.73459,0.85
13122,3.12066,0.95774
15604,5.60278,0.99633
18317,8.31592,0.99976
16141,6.13981,0.99785
10673,0.67153,0.66185
15583,5.58178,0.99625
18030,8.0289,0.99967
15878,5.87679,0.9972
5012,-4.98975,0.00676
2706,-7.29586,0.00068
1197,-8.80494,0.00015
7660,-2.34162,0.08773
17774,7.77289,0.99958
4338,-5.66378,0.00346
16208,6.20681,0.99799
13419,3.41767,0.96825
2038,-7.9639,0.00035
18198,8.19691,0.99972
9099,-0.90255,0.28853
13452,3.45067,0.96925
7786,-2.21561,0.09836
10996,0.99455,0.72999
5764,-4.23771,0.01424
168,-9.83399,5e-05
2723,-7.27886,0.00069
10414,0.41252,0.60169
8716,-1.28556,0.2166
18423,8.42192,0.99978
16081,6.0798,0.99772
2808,-7.19386,0.00075
16069,6.0678,0.99769
2029,-7.9729,0.00034
11363,1.36157,0.79601
5773,-4.22871,0.01436
7241,-2.76064,0.05949
12213,2.21161,0.90129
5125,-4.87674,0.00756
2392,-7.60988,0.0005
5427,-4.57473,0.0102
7350,-2.65163,0.06589
3658,-6.34382,0.00175
6081,-3.9207,0.01944
17858,7.85689,0.99961
13441,3.43967,0.96892
4930,-5.07175,0.00623
14340,4.33872,0.98711
10074,0.0725,0.51812
7448,-2.55363,0.07218
4550,-5.45177,0.00427
3170,-6.83184,0.00108
1795,-8.20691,0.00027
7945,-2.0566,0.11339
14644,4.64273,0.99046
2591,-7.41087,0.0006
19375,9.37397,0.99992
691,-9.31097,9e-05
4383,-5.61878,0.00362
1915,-8.0869,0.00031
16784,6.78284,0.99887
5611,-4.39072,0.01224
1716,-8.28591,0.00025
1395,-8.60693,0.00018
16005,6.0038,0.99754
19261,9.25996,0.9999
19339,9.33797,0.99991
10250,0.24851,0.56181
15149,5.14776,0.99422
18427,8.42592,0.99978
12586,2.58463,0.92987
10753,0.75154,0.67951
3605,-6.39682,0.00166
11278,1.27656,0.78186
9748,-0.25351,0.43696
12952,2.95065,0.95029
12506,2.50463,0.92447
6352,-3.64968,0.02534
5898,-4.10371,0.01624
17788,7.78689,0.99959
3963,-6.0388,0.00238
2582,-7.41987,0.0006
15762,5.76079,0.99686
14586,4.58473,0.9899
9607,-0.39452,0.40263
9849,-0.15251,0.46195
19423,9.42197,0.99992
16580,6.57883,0.99861
13214,3.21266,0.96131
19936,9.935,0.99995
13067,3.06565,0.95545
4503,-5.49877,0.00408
2592,-7.40987,0.0006
16594,6.59283,0.99863
6475,-3.52668,0.02856
6789,-3.21266,0.03869
12201,2.19961,0.90021
7634,-2.36762,0.08568
5005,-4.99675,0.00671
4173,-5.82879,0.00293
10345,0.34352,0.58504
9613,-0.38852,0.40407
11164,1.16256,0.7618
17642,7.64088,0.99952
4508,-5.49377,0.0041
4112,-5.88979,0.00276
11654,1.65258,0.83924
8742,-1.25956,0.22105
5888,-4.11371,0.01608
17365,7.36387,0.99937
6903,-3.09865,0.04316
18808,8.80694,0.99985
18260,8.25891,0.99974
9948,-0.0535,0.48663
4583,-5.41877,0.00441
10223,0.22151,0.55515
1294,-8.70794,0.00017
9358,-0.64353,0.34445
2626,-7.37587,0.00063
16953,6.95185,0.99904
8816,-1.18556,0.23405
2380,-7.62188,0.00049
15310,5.30877,0.99508
19222,9.22096,0.9999
13487,3.48567,0.97028
2118,-7.88389,0.00038
675,-9.32697,9e-05
6227,-3.77469,0.02243
10103,0.10151,0.52535
10759,0.75754,0.68082
3802,-6.19981,0.00203
2731,-7.27086,0.0007
1376,-8.62593,0.00018
9543,-0.45852,0.38734
15166,5.16476,0.99432
13688,3.68668,0.97556
12913,2.91165,0.94842
7337,-2.66463,0.06509
19130,9.12896,0.99989
357,-9.64498,6e-05
12132,2.13061,0.89384
11167,1.16556,0.76234
8618,-1.38357,0.20044
14898,4.89674,0.99258
10044,0.0425,0.51062
5439,-4.56273,0.01033
11180,1.17856,0.76469
7086,-2.91565,0.05139
19152,9.15096,0.99989
11020,1.01855,0.73469
15096,5.09475,0.99391
426,-9.57598,7e-05
819,-9.18296,0.0001
1928,-8.0739,0.00031
9644,-0.35752,0.41156
10851,0.84954,0.70047
10724,0.72254,0.67317
2997,-7.00485,0.00091
9084,-0.91755,0.28546
18900,8.89894,0.99986
4970,-5.03175,0.00649
17054,7.05285,0.99914
1776,-8.22591,0.00027
821,-9.18096,0.0001
6472,-3.52968,0.02848
2250,-7.75189,0.00043
6064,-3.9377,0.01912
1559,-8.44292,0.00022
1139,-8.86294,0.00014
13011,3.00965,0.95301
2857,-7.14486,0.00079
6479,-3.52268,0.02867
5864,-4.13771,0.01571
19208,9.20696,0.9999
11699,1.69758,0.84522
9506,-0.49552,0.37859
18127,8.12591,0.9997
12383,2.38162,0.91541
7813,-2.18861,0.10078
7819,-2.18261,0.10132
4600,-5.40177,0.00449
5747,-4.25471,0.014
16022,6.0208,0.99758
1098,-8.90395,0.00014
946,-9.05595,0.00012
15367,5.36577,0.99535
12119,2.11761,0.8926
10898,0.89654,0.71024
16179,6.17781,0.99793
9510,-0.49152,0.37953
1586,-8.41592,0.00022
